yearMonth,elementType,averageValue
200301,TMIN,-2.7
200302,TMAX,8.81
200302,TMIN,-2.53
200303,TMAX,13.57
200303,TMIN,1.11
200304,TMAX,17.75
200304,TMIN,4.93
200305,TMAX,22.32
200305,TMIN,9.39
200306,TMAX,25.23
200306,TMIN,12.45
200307,TMAX,27.99
200307,TMIN,14.91
200308,TMAX,27.58
200308,TMIN,14.71
200309,TMAX,23.62
200309,TMIN,11.1
200310,TMAX,19.18
200310,TMIN,6.99
200311,TMAX,12.69
200311,TMIN,2.04
200312,TMAX,9.36
200312,TMIN,-1.29
200401,TMAX,6.85
200401,TMIN,-3.54
200402,TMAX,9.42
200402,TMIN,-1.94
200403,TMAX,14.79
200403,TMIN,2.44
200404,TMAX,18.28
200404,TMIN,5.21
200405,TMAX,21.89
200405,TMIN,9.13
200406,TMAX,24.83
200406,TMIN,12.42
200407,TMAX,26.88
200407,TMIN,14.5
200408,TMAX,26.18
200408,TMIN,13.73
200409,TMAX,23.46
200409,TMIN,11.13
200410,TMAX,18.63
200410,TMIN,7.38
200411,TMAX,13.27
200411,TMIN,2.62
200412,TMAX,9.14
200412,TMIN,-1.6
200501,TMAX,8.34
200501,TMIN,-2.2
200502,TMAX,10.01
200502,TMIN,-1.22
200503,TMAX,13.25
200503,TMIN,0.83
200504,TMAX,18.69
200504,TMIN,5.28
200505,TMAX,21.82
200505,TMIN,8.77
200506,TMAX,25.44
200506,TMIN,12.88
200507,TMAX,27.89
200507,TMIN,14.92
200508,TMAX,26.86
200508,TMIN,14.19
200509,TMAX,24.49
200509,TMIN,11.62
200510,TMAX,19.29
200510,TMIN,7.51
200511,TMAX,13.93
200511,TMIN,2.49
200512,TMAX,8.52
200512,TMIN,-1.95
200601,TMAX,9.71
200601,TMIN,-1.28
200602,TMAX,9.65
200602,TMIN,-2.52
200603,TMAX,12.96
200603,TMIN,0.81
200604,TMAX,19.06
200604,TMIN,5.82
200605,TMAX,22.61
200605,TMIN,9.29
200606,TMAX,26.12
200606,TMIN,12.96
200607,TMAX,28.41
200607,TMIN,15.36
200608,TMAX,26.93
200608,TMIN,14.15
200609,TMAX,23.44
200609,TMIN,11.03
200610,TMAX,18.32
200610,TMIN,6.66
200611,TMAX,13.41
200611,TMIN,2.23
200612,TMAX,10.2
200612,TMIN,-0.53
200701,TMAX,8.46
200701,TMIN,-2.31
200702,TMAX,8.7
200702,TMIN,-2.62
200703,TMAX,15.09
200703,TMIN,2.34
200704,TMAX,17.89
200704,TMIN,4.95
200705,TMAX,22.81
200705,TMIN,9.49
200706,TMAX,25.74
200706,TMIN,12.71
200707,TMAX,27.58
200707,TMIN,14.83
200708,TMAX,27.31
200708,TMIN,14.54
200709,TMAX,23.77
200709,TMIN,11.13
200710,TMAX,19.3
200710,TMIN,7.28
200711,TMAX,13.41
200711,TMIN,1.88
200712,TMAX,8.64
200712,TMIN,-1.6
200801,TMAX,7.63
200801,TMIN,-3.26
200802,TMAX,9.98
200802,TMIN,-1.95
200803,TMAX,13.44
200803,TMIN,0.74
200804,TMAX,17.8
200804,TMIN,4.52
200805,TMAX,21.8
200805,TMIN,8.67
200806,TMAX,25.5
200806,TMIN,12.81
200807,TMAX,27.25
200807,TMIN,14.55
200808,TMAX,26.47
200808,TMIN,13.96
200809,TMAX,23.45
200809,TMIN,11.17
200810,TMAX,18.84
200810,TMIN,6.68
200811,TMAX,13.4
200811,TMIN,2.51
200812,TMAX,8.15
200812,TMIN,-2.6
200901,TMAX,7.87
200901,TMIN,-3.49
200902,TMAX,10.18
200902,TMIN,-1.75
200903,TMAX,13.36
200903,TMIN,0.94
200904,TMAX,18.14
200904,TMIN,4.98
200905,TMAX,22.51
200905,TMIN,9.44
200906,TMAX,25.03
200906,TMIN,12.62
200907,TMAX,27.1
200907,TMIN,14.37
200908,TMAX,26.9
200908,TMIN,14.08
200909,TMAX,24.2
200909,TMIN,11.74
200910,TMAX,16.94
200910,TMIN,6.21
200911,TMAX,14.31
200911,TMIN,2.98
200912,TMAX,7.18
200912,TMIN,-2.92
201001,TMAX,6.78
201001,TMIN,-3.31
201002,TMAX,7.81
201002,TMIN,-2.51
201003,TMAX,13.59
201003,TMIN,1.29
201004,TMAX,18.42
201004,TMIN,5.38
201005,TMAX,21.57
201005,TMIN,8.94
201006,TMAX,25.52
201006,TMIN,13.11
201007,TMAX,27.63
201007,TMIN,15.27
201008,TMAX,27.1
201008,TMIN,14.64
201009,TMAX,23.8
201009,TMIN,11.32
201010,TMAX,19.13
201010,TMIN,6.67
201011,TMAX,12.76
201011,TMIN,1.41
201012,TMAX,7.27
201012,TMIN,-3.08
201101,TMAX,6.99
201101,TMIN,-3.86
201102,TMAX,8.52
201102,TMIN,-3.35
201103,TMAX,12.96
201103,TMIN,0.92
201104,TMAX,17.96
201104,TMIN,5.18
201105,TMAX,21.41
201105,TMIN,8.7
201106,TMAX,25.47
201106,TMIN,12.77
201107,TMAX,27.7
201107,TMIN,15.24
201108,TMAX,27.61
201108,TMIN,14.64
201109,TMAX,24.3
201109,TMIN,11.4
201110,TMAX,18.9
201110,TMIN,6.78
201111,TMAX,13.11
201111,TMIN,1.93
201112,TMAX,9.27
201112,TMIN,-1.21
201201,TMAX,8.37
201201,TMIN,-2.78
201202,TMAX,8.72
201202,TMIN,-2.28
201203,TMAX,14.86
201203,TMIN,2.51
201204,TMAX,18.02
201204,TMIN,5.15
201205,TMAX,22.52
201205,TMIN,9.34
201206,TMAX,25.5
201206,TMIN,12.49
201207,TMAX,28.03
201207,TMIN,15.24
201208,TMAX,27.3
201208,TMIN,14.13
201209,TMAX,23.9
201209,TMIN,10.75
201210,TMAX,17.73
201210,TMIN,6.04
201211,TMAX,12.38
201211,TMIN,1.45
201212,TMAX,7.31
201212,TMIN,-2.52
201301,TMAX,6.02
201301,TMIN,-4.37
201302,TMAX,7.26
201302,TMIN,-3.32
201303,TMAX,10.43
201303,TMIN,-1.38
201304,TMAX,15.34
201304,TMIN,3.1
201305,TMAX,20.86
201305,TMIN,8.38
201306,TMAX,24.99
201306,TMIN,12.68
201307,TMAX,27.08
201307,TMIN,14.79
201308,TMAX,26.48
201308,TMIN,14.05
201309,TMAX,23.03
201309,TMIN,11.11
201310,TMAX,17.08
201310,TMIN,5.67
201311,TMAX,10.73
201311,TMIN,0.48
201312,TMAX,5.92
201312,TMIN,-4.17
201401,TMAX,6.26
201401,TMIN,-4.97
201402,TMAX,6.44
201402,TMIN,-4.32
201403,TMAX,11.07
201403,TMIN,-1.15
201404,TMAX,16.46
201404,TMIN,3.88
201405,TMAX,21.04
201405,TMIN,8.52
201406,TMAX,24.5
201406,TMIN,12.24
201407,TMAX,26.93
201407,TMIN,14.35
201408,TMAX,25.96
201408,TMIN,13.89
201409,TMAX,23.15
201409,TMIN,10.93
201410,TMAX,18.58
201410,TMIN,6.76
201411,TMAX,10.35
201411,TMIN,-0.05
201412,TMAX,7.57
201412,TMIN,-1.23
201501,TMAX,6.56
201501,TMIN,-3.67
201502,TMAX,6.96
201502,TMIN,-4.16
201503,TMAX,12.65
201503,TMIN,0.61
201504,TMAX,16.17
201504,TMIN,3.78
201505,TMAX,20.74
201505,TMIN,8.72
201506,TMAX,25.35
201506,TMIN,13.02
201507,TMAX,26.69
201507,TMIN,14.58
201508,TMAX,26.67
201508,TMIN,14.01
201509,TMAX,23.71
201509,TMIN,11.45
201510,TMAX,18.17
201510,TMIN,6.85
201511,TMAX,12.01
201511,TMIN,1.9
201512,TMAX,8.92
201512,TMIN,-0.25
201601,TMAX,5.77
201601,TMIN,-3.73
201602,TMAX,9.57
201602,TMIN,-1.2
201603,TMAX,13.06
201603,TMIN,1.85
201604,TMAX,16.9
201604,TMIN,4.82
201605,TMAX,20.76
201605,TMIN,8.67
201606,TMAX,25.62
201606,TMIN,12.99
201607,TMAX,27.31
201607,TMIN,15.02
201608,TMAX,26.78
201608,TMIN,14.47
201609,TMAX,23.58
201609,TMIN,11.54
201610,TMAX,17.79
201610,TMIN,6.87
201611,TMAX,13.0
201611,TMIN,2.34
201612,TMAX,6.43
201612,TMIN,-3.09
201701,TMAX,6.09
201701,TMIN,-3.3
201702,TMAX,9.5
201702,TMIN,-0.96
201703,TMAX,12.38
201703,TMIN,1.17
201704,TMAX,16.47
201704,TMIN,4.89
201705,TMAX,20.68
201705,TMIN,8.44
201706,TMAX,25.05
201706,TMIN,12.58
201707,TMAX,27.55
201707,TMIN,14.96
201708,TMAX,26.19
201708,TMIN,13.93
201709,TMAX,23.03
201709,TMIN,11.07
201710,TMAX,17.99
201710,TMIN,6.44
201711,TMAX,11.71
201711,TMIN,1.51
201712,TMAX,7.18
201712,TMIN,-2.59
201801,TMAX,6.35
201801,TMIN,-3.83
201802,TMAX,7.17
201802,TMIN,-3.55
201803,TMAX,11.38
201803,TMIN,0.28
201804,TMAX,16.23
201804,TMIN,3.83
201805,TMAX,22.98
201805,TMIN,10.32
201806,TMAX,25.28
201806,TMIN,12.91
201807,TMAX,28.09
201807,TMIN,15.2
201808,TMAX,26.87
201808,TMIN,14.48
201809,TMAX,23.39
201809,TMIN,11.52
201810,TMAX,16.9
201810,TMIN,6.24
201811,TMAX,9.93
201811,TMIN,0.49
201812,TMAX,7.15
201812,TMIN,-1.8
201901,TMAX,5.9
201901,TMIN,-3.76
201902,TMAX,5.88
201902,TMIN,-4.18
201903,TMAX,10.69
201903,TMIN,-0.39
201904,TMAX,16.35
201904,TMIN,4.76
201905,TMAX,20.07
201905,TMIN,8.52
201906,TMAX,24.31
201906,TMIN,11.32
